CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,CVE_LOC,NOM_LOC,CVE_SUN,NOM_SUN,POB_2018
01,Aguascalientes,01011,San Francisco de los Romo,,,M01.01,Aguascalientes,42531
01,Aguascalientes,01005,Jesús María,,,M01.01,Aguascalientes,116700
01,Aguascalientes,01001,Aguascalientes,,,M01.01,Aguascalientes,897331
02,Baja California,02005,Playas de Rosarito,,,M02.03,Tijuana,110683
02,Baja California,02003,Tecate,,,M02.03,Tijuana,115570
02,Baja California,02004,Tijuana,,,M02.03,Tijuana,1798741
02,Baja California,02002,Mexicali,,,M02.02,Mexicali,1065882
02,Baja California,02001,Ensenada,,,M02.01,Ensenada,542896
03,Baja California Sur,03003,La Paz,,,M03.01,La Paz,313204
04,Campeche,04002,Campeche,,,M04.01,Campeche,298741
05,Coahuila de Zaragoza,05035,Torreón,,,M05.01,La Laguna,716672
05,Coahuila de Zaragoza,05022,Nava,,,M05.03,Piedras Negras,30726
05,Coahuila de Zaragoza,05010,Frontera,,,M05.02,Monclova-Frontera,82482
05,Coahuila de Zaragoza,05009,Francisco I. Madero,,,M05.01,La Laguna,61322
05,Coahuila de Zaragoza,05017,Matamoros,,,M05.01,La Laguna,117349
05,Coahuila de Zaragoza,05031,San Buenaventura,,,M05.02,Monclova-Frontera,24927
05,Coahuila de Zaragoza,05025,Piedras Negras,,,M05.03,Piedras Negras,166762
05,Coahuila de Zaragoza,05006,Castaños,,,M05.02,Monclova-Frontera,28546
05,Coahuila de Zaragoza,05004,Arteaga,,,M05.04,Saltillo,25362
05,Coahuila de Zaragoza,05018,Monclova,,,M05.02,Monclova-Frontera,238103
05,Coahuila de Zaragoza,05027,Ramos Arizpe,,,M05.04,Saltillo,92859
05,Coahuila de Zaragoza,05030,Saltillo,,,M05.04,Saltillo,817442
06,Colima,06010,Villa de Álvarez,,,M06.01,Colima-Villa de Álvarez,145486
06,Colima,06005,Cuauhtémoc,,,M06.01,Colima-Villa de Álvarez,29726
06,Colima,06002,Colima,,,M06.01,Colima-Villa de Álvarez,168040
06,Colima,06003,Comala,,,M06.01,Colima-Villa de Álvarez,23164
06,Colima,06001,Armería,,,M06.02,Tecomán,33168
06,Colima,06004,Coquimatlán,,,M06.01,Colima-Villa de Álvarez,22202
06,Colima,06009,Tecomán,,,M06.02,Tecomán,131373
07,Chiapas,07012,Berriozábal,,,M07.02,Tuxtla Gutiérrez,52744
07,Chiapas,07079,San Fernando,,,M07.02,Tuxtla Gutiérrez,37340
07,Chiapas,07089,Tapachula,,,M07.01,Tapachula,369198
07,Chiapas,07101,Tuxtla Gutiérrez,,,M07.02,Tuxtla Gutiérrez,635877
07,Chiapas,07086,Suchiapa,,,M07.02,Tuxtla Gutiérrez,24269
07,Chiapas,07027,Chiapa de Corzo,,,M07.02,Tuxtla Gutiérrez,103288
08,Chihuahua,08002,Aldama,,,M08.01,Chihuahua,25755
08,Chihuahua,08032,Hidalgo del Parral,,,M08.03,Hidalgo del Parral,119343
08,Chihuahua,08019,Chihuahua,,,M08.01,Chihuahua,938713
08,Chihuahua,08021,Delicias,,,M08.02,Delicias,157163
08,Chihuahua,08004,Aquiles Serdán,,,M08.01,Chihuahua,15095
08,Chihuahua,08045,Meoqui,,,M08.02,Delicias,48927
08,Chihuahua,08059,San Francisco del Oro,,,M08.03,Hidalgo del Parral,5052
08,Chihuahua,08037,Juárez,,,M08.04,Juárez,1462133
09,Distrito Federal,09010,Álvaro Obregón,,,M09.01,Valle de México,729014
09,Distrito Federal,09012,Tlalpan,,,M09.01,Valle de México,667260
09,Distrito Federal,09015,Cuauhtémoc,,,M09.01,Valle de México,528442
09,Distrito Federal,09017,Venustiano Carranza,,,M09.01,Valle de México,413939
09,Distrito Federal,09011,Tláhuac,,,M09.01,Valle de México,365943
09,Distrito Federal,09002,Azcapotzalco,,,M09.01,Valle de México,400567
09,Distrito Federal,09003,Coyoacán,,,M09.01,Valle de México,604364
09,Distrito Federal,09013,Xochimilco,,,M09.01,Valle de México,415541
09,Distrito Federal,09004,Cuajimalpa de Morelos,,,M09.01,Valle de México,192823
09,Distrito Federal,09016,Miguel Hidalgo,,,M09.01,Valle de México,377352
09,Distrito Federal,09005,Gustavo A. Madero,,,M09.01,Valle de México,1157758
09,Distrito Federal,09008,La Magdalena Contreras,,,M09.01,Valle de México,241247
09,Distrito Federal,09007,Iztapalapa,,,M09.01,Valle de México,1791658
09,Distrito Federal,09006,Iztacalco,,,M09.01,Valle de México,371186
09,Distrito Federal,09009,Milpa Alta,,,M09.01,Valle de México,137931
09,Distrito Federal,09014,Benito Juárez,,,M09.01,Valle de México,393117
10,Durango,10005,Durango,,,M10.01,Durango,660663
10,Durango,10012,Lerdo,,,M05.01,La Laguna,157655
10,Durango,10007,Gómez Palacio,,,M05.01,La Laguna,364540
11,Guanajuato,11031,San Francisco del Rincón,,,M11.05,San Francisco del Rincón,121748
11,Guanajuato,11011,Cortazar,,,M11.01,Celaya,93101
11,Guanajuato,11037,Silao de la Victoria,,,M11.03,León,192178
11,Guanajuato,11023,Pénjamo,,,M16.01,La Piedad-Pénjamo,159281
11,Guanajuato,11041,Uriangato,,,M11.04,Moroleón-Uriangato,64299
11,Guanajuato,11025,Purísima del Rincón,,,M11.05,San Francisco del Rincón,78569
11,Guanajuato,11009,Comonfort,,,M11.01,Celaya,84344
11,Guanajuato,11020,León,,,M11.03,León,1565633
11,Guanajuato,11004,Apaseo el Alto,,,M22.01,Querétaro,69580
11,Guanajuato,11007,Celaya,,,M11.01,Celaya,510787
11,Guanajuato,11021,Moroleón,,,M11.04,Moroleón-Uriangato,51494
11,Guanajuato,11044,Villagrán,,,M11.01,Celaya,60593
11,Guanajuato,11015,Guanajuato,,,M11.02,Guanajuato,187490
12,Guerrero,12021,Coyuca de Benítez,,,M12.01,Acapulco,77390
12,Guerrero,12029,Chilpancingo de los Bravo,,,M12.02,Chilpancingo,269990
12,Guerrero,12075,Eduardo Neri,,,M12.02,Chilpancingo,51091
12,Guerrero,12001,Acapulco de Juárez,,,M12.01,Acapulco,857883
13,Hidalgo,13083,Zempoala,,,M13.01,Pachuca,49375
13,Hidalgo,13077,Tulancingo de Bravo,,,M13.03,Tulancingo,172330
13,Hidalgo,13052,San Agustín Tlaxiaca,,,M13.01,Pachuca,36283
13,Hidalgo,13076,Tula de Allende,,,M13.02,Tula,114803
13,Hidalgo,13016,Cuautepec de Hinojosa,,,M13.03,Tulancingo,62321
13,Hidalgo,13070,Tlahuelilpan,,,M13.02,Tula,18881
13,Hidalgo,13069,Tizayuca,,,M09.01,Valle de México,136025
13,Hidalgo,13074,Tlaxcoapan,,,M13.02,Tula,29135
13,Hidalgo,13082,Zapotlán de Juárez,,,M13.01,Pachuca,19554
13,Hidalgo,13039,Mineral del Monte,,,M13.01,Pachuca,15637
13,Hidalgo,13051,Mineral de la Reforma,,,M13.01,Pachuca,181222
13,Hidalgo,13056,Santiago Tulantepec de Lugo Guerrero,,,M13.03,Tulancingo,37577
13,Hidalgo,13013,Atotonilco de Tula,,,M13.02,Tula,35209
13,Hidalgo,13022,Epazoyucan,,,M13.01,Pachuca,15748
13,Hidalgo,13010,Atitalaquia,,,M13.02,Tula,29387
13,Hidalgo,13048,Pachuca de Soto,,,M13.01,Pachuca,277154
14,Jalisco,14097,Tlajomulco de Zúñiga,,,M14.01,Guadalajara,580487
14,Jalisco,14066,Poncitlán,,,M14.02,Ocotlán,53524
14,Jalisco,14002,Acatlán de Juárez,,,M14.01,Guadalajara,24866
14,Jalisco,14047,Jamay,,,M14.02,Ocotlán,25043
14,Jalisco,14044,Ixtlahuacán de los Membrillos,,,M14.01,Guadalajara,57470
14,Jalisco,14070,El Salto,,,M14.01,Guadalajara,164670
14,Jalisco,14051,Juanacatlán,,,M14.01,Guadalajara,14715
14,Jalisco,14063,Ocotlán,,,M14.02,Ocotlán,100546
14,Jalisco,14124,Zapotlanejo,,,M14.01,Guadalajara,72311
14,Jalisco,14101,Tonalá,,,M14.01,Guadalajara,554446
14,Jalisco,14039,Guadalajara,,,M14.01,Guadalajara,1530658
14,Jalisco,14098,San Pedro Tlaquepaque,,,M14.01,Guadalajara,674818
14,Jalisco,14120,Zapopan,,,M14.01,Guadalajara,1386310
14,Jalisco,14067,Puerto Vallarta,,,M14.03,Puerto Vallarta,297079
15,México,15002,Acolman,,,M09.01,Valle de México,196696
15,México,15092,Teotihuacán,,,M09.01,Valle de México,62684
15,México,15051,Lerma,,,M15.02,Toluca,169338
15,México,15108,Tultepec,,,M09.01,Valle de México,92467
15,México,15091,Teoloyucan,,,M09.01,Valle de México,64019
15,México,15018,Calimaya,,,M15.02,Toluca,57489
15,México,15087,Temoaya,,,M15.02,Toluca,107309
15,México,15099,Texcoco,,,M09.01,Valle de México,277618
15,México,15025,Chalco,,,M09.01,Valle de México,382238
15,México,15118,Zinacantepec,,,M15.02,Toluca,208262
15,México,15016,Axapusco,,,M09.01,Valle de México,30408
15,México,15069,Papalotla,,,M09.01,Valle de México,4803
15,México,15057,Naucalpan de Juárez,,,M09.01,Valle de México,926802
15,México,15060,Nicolás Romero,,,M09.01,Valle de México,447341
15,México,15015,Atlautla,,,M09.01,Valle de México,32978
15,México,15005,Almoloya de Juárez,,,M15.02,Toluca,177051
15,México,15029,Chicoloapan,,,M09.01,Valle de México,196624
15,México,15106,Toluca,,,M15.02,Toluca,955654
15,México,15095,Tepotzotlán,,,M09.01,Valle de México,113009
15,México,15101,Tianguistenco,,,M15.01,Tianguistenco,82211
15,México,15112,Villa del Carbón,,,M09.01,Valle de México,52808
15,México,15012,Atizapán,,,M15.01,Tianguistenco,12266
15,México,15076,San Mateo Atenco,,,M15.02,Toluca,83992
15,México,15046,Jilotzingo,,,M09.01,Valle de México,22819
15,México,15030,Chiconcuac,,,M09.01,Valle de México,27280
15,México,15044,Jaltenco,,,M09.01,Valle de México,29099
15,México,15036,Hueypoxtla,,,M09.01,Valle de México,45878
15,México,15053,Melchor Ocampo,,,M09.01,Valle de México,64885
15,México,15072,Rayón,,,M15.02,Toluca,15186
15,México,15100,Tezoyuca,,,M09.01,Valle de México,46349
15,México,15038,Isidro Fabela,,,M09.01,Valle de México,12332
15,México,15024,Cuautitlán,,,M09.01,Valle de México,176544
15,México,15121,Cuautitlán Izcalli,,,M09.01,Valle de México,576197
15,México,15006,Almoloya del Río,,,M15.01,Tianguistenco,13364
15,México,15062,Ocoyoacac,,,M15.02,Toluca,73207
15,México,15115,Xonacatlán,,,M15.02,Toluca,51509
15,México,15084,Temascalapa,,,M09.01,Valle de México,41389
15,México,15073,San Antonio la Isla,,,M15.02,Toluca,31835
15,México,15054,Metepec,,,M15.02,Toluca,242804
15,México,15043,Xalatlaco,,,M15.01,Tianguistenco,34827
15,México,15010,Apaxco,,,M09.01,Valle de México,31547
15,México,15122,Valle de Chalco Solidaridad,,,M09.01,Valle de México,413892
15,México,15094,Tepetlixpa,,,M09.01,Valle de México,21125
15,México,15050,Juchitepec,,,M09.01,Valle de México,27552
15,México,15098,Texcalyacac,,,M15.01,Tianguistenco,6004
15,México,15011,Atenco,,,M09.01,Valle de México,71716
15,México,15020,Coacalco de Berriozábal,,,M09.01,Valle de México,304640
15,México,15059,Nextlalpan,,,M09.01,Valle de México,47636
15,México,15055,Mexicaltzingo,,,M15.02,Toluca,14053
15,México,15023,Coyotepec,,,M09.01,Valle de México,42901
15,México,15028,Chiautla,,,M09.01,Valle de México,31308
15,México,15033,Ecatepec de Morelos,,,M09.01,Valle de México,1818939
15,México,15017,Ayapango,,,M09.01,Valle de México,11665
15,México,15093,Tepetlaoxtoc,,,M09.01,Valle de México,32277
15,México,15083,Temamatla,,,M09.01,Valle de México,13100
15,México,15031,Chimalhuacán,,,M09.01,Valle de México,742659
15,México,15070,La Paz,,,M09.01,Valle de México,295395
15,México,15096,Tequixquiac,,,M09.01,Valle de México,39195
15,México,15109,Tultitlán,,,M09.01,Valle de México,616255
15,México,15125,Tonanitla,,,M09.01,Valle de México,12742
15,México,15027,Chapultepec,,,M15.02,Toluca,13087
15,México,15061,Nopaltepec,,,M09.01,Valle de México,10132
15,México,15058,Nezahualcóyotl,,,M09.01,Valle de México,1208212
15,México,15022,Cocotitlán,,,M09.01,Valle de México,13339
15,México,15068,Ozumba,,,M09.01,Valle de México,32120
15,México,15081,Tecámac,,,M09.01,Valle de México,472126
15,México,15089,Tenango del Aire,,,M09.01,Valle de México,12452
15,México,15037,Huixquilucan,,,M09.01,Valle de México,280775
15,México,15019,Capulhuac,,,M15.01,Tianguistenco,39802
15,México,15013,Atizapán de Zaragoza,,,M09.01,Valle de México,555364
15,México,15065,Otumba,,,M09.01,Valle de México,40556
15,México,15120,Zumpango,,,M09.01,Valle de México,198245
15,México,15039,Ixtapaluca,,,M09.01,Valle de México,545581
15,México,15104,Tlalnepantla de Baz,,,M09.01,Valle de México,719304
15,México,15075,San Martín de las Pirámides,,,M09.01,Valle de México,29739
15,México,15035,Huehuetoca,,,M09.01,Valle de México,143548
15,México,15103,Tlalmanalco,,,M09.01,Valle de México,52242
15,México,15067,Otzolotepec,,,M15.02,Toluca,93384
15,México,15090,Tenango del Valle,,,M15.02,Toluca,91996
15,México,15009,Amecameca,,,M09.01,Valle de México,53514
15,México,15034,Ecatzingo,,,M09.01,Valle de México,11095
16,Michoacán de Ocampo,16088,Tarímbaro,,,M16.02,Morelia,101928
16,Michoacán de Ocampo,16053,Morelia,,,M16.02,Morelia,783026
16,Michoacán de Ocampo,16043,Jacona,,,M16.03,Zamora,67639
16,Michoacán de Ocampo,16022,Charo,,,M16.02,Morelia,23250
16,Michoacán de Ocampo,16108,Zamora,,,M16.03,Zamora,199265
16,Michoacán de Ocampo,16069,La Piedad,,,M16.01,La Piedad-Pénjamo,107214
17,Morelos,17006,Cuautla,,,M17.01,Cuautla,195152
17,Morelos,17030,Yecapixtla,,,M17.01,Cuautla,53980
17,Morelos,17004,Ayala,,,M17.01,Cuautla,88724
17,Morelos,17028,Xochitepec,,,M17.02,Cuernavaca,73540
17,Morelos,17002,Atlatlahucan,,,M17.01,Cuautla,23371
17,Morelos,17020,Tepoztlán,,,M17.02,Cuernavaca,47691
17,Morelos,17009,Huitzilac,,,M17.02,Cuernavaca,20016
17,Morelos,17026,Tlayacapan,,,M17.01,Cuautla,18784
17,Morelos,17008,Emiliano Zapata,,,M17.02,Cuernavaca,98306
17,Morelos,17007,Cuernavaca,,,M17.02,Cuernavaca,397179
17,Morelos,17024,Tlaltizapán de Zapata,,,M17.02,Cuernavaca,54065
17,Morelos,17011,Jiutepec,,,M17.02,Cuernavaca,220501
17,Morelos,17029,Yautepec,,,M17.01,Cuautla,111738
17,Morelos,17018,Temixco,,,M17.02,Cuernavaca,120980
18,Nayarit,18020,Bahía de Banderas,,,M14.03,Puerto Vallarta,172125
18,Nayarit,18008,Xalisco,,,M18.01,Tepic,58908
18,Nayarit,18017,Tepic,,,M18.01,Tepic,453479
19,Nuevo León,19019,San Pedro Garza García,,,M19.01,Monterrey,135338
19,Nuevo León,19021,General Escobedo,,,M19.01,Monterrey,425926
19,Nuevo León,19039,Monterrey,,,M19.01,Monterrey,1216302
19,Nuevo León,19018,García,,,M19.01,Monterrey,204735
19,Nuevo León,19048,Santa Catarina,,,M19.01,Monterrey,296472
19,Nuevo León,19025,General Zuazua,,,M19.01,Monterrey,82657
19,Nuevo León,19041,Pesquería,,,M19.01,Monterrey,30099
19,Nuevo León,19009,Cadereyta Jiménez,,,M19.01,Monterrey,100728
19,Nuevo León,19012,Ciénega de Flores,,,M19.01,Monterrey,35078
19,Nuevo León,19046,San Nicolás de los Garza,,,M19.01,Monterrey,459392
19,Nuevo León,19010,El Carmen,,,M19.01,Monterrey,23214
19,Nuevo León,19001,Abasolo,,,M19.01,Monterrey,2997
19,Nuevo León,19047,Hidalgo,,,M19.01,Monterrey,18447
19,Nuevo León,19031,Juárez,,,M19.01,Monterrey,363859
19,Nuevo León,19049,Santiago,,,M19.01,Monterrey,44571
19,Nuevo León,19006,Apodaca,,,M19.01,Monterrey,636331
19,Nuevo León,19026,Guadalupe,,,M19.01,Monterrey,720743
19,Nuevo León,19045,Salinas Victoria,,,M19.01,Monterrey,38080
20,Oaxaca,20087,San Agustín Yatareni,,,M20.01,Oaxaca,4842
20,Oaxaca,20067,Oaxaca de Juárez,,,M20.01,Oaxaca,273219
20,Oaxaca,20519,Santo Domingo Tomaltepec,,,M20.01,Oaxaca,3170
20,Oaxaca,20157,San Jacinto Amilpas,,,M20.01,Oaxaca,17147
20,Oaxaca,20045,Magdalena Apasco,,,M20.01,Oaxaca,8627
20,Oaxaca,20107,San Antonio de la Cal,,,M20.01,Oaxaca,27351
20,Oaxaca,20399,Santa María Atzompa,,,M20.01,Oaxaca,34409
20,Oaxaca,20227,San Lorenzo Cacaotepec,,,M20.01,Oaxaca,15530
20,Oaxaca,20375,Santa Cruz Amilpas,,,M20.01,Oaxaca,11583
20,Oaxaca,20553,Tlalixtac de Cabrera,,,M20.01,Oaxaca,10416
20,Oaxaca,20409,Santa María del Tule,,,M20.01,Oaxaca,8492
20,Oaxaca,20091,San Andrés Huayápam,,,M20.01,Oaxaca,5313
20,Oaxaca,20565,Villa de Zaachila,,,M20.01,Oaxaca,39473
20,Oaxaca,20421,Santa María Mixtequilla,,,M20.02,Tehuantepec,4633
20,Oaxaca,20403,Santa María Coyotepec,,,M20.01,Oaxaca,3367
20,Oaxaca,20338,Villa de Etla,,,M20.01,Oaxaca,10700
20,Oaxaca,20308,San Pedro Huilotepec,,,M20.02,Tehuantepec,3036
20,Oaxaca,20063,Nazareno Etla,,,M20.01,Oaxaca,4085
20,Oaxaca,20079,Salina Cruz,,,M20.02,Tehuantepec,88767
20,Oaxaca,20174,-nimas Trujano,,,M20.01,Oaxaca,4267
20,Oaxaca,20293,San Pablo Etla,,,M20.01,Oaxaca,18386
20,Oaxaca,20083,San Agustín de las Juntas,,,M20.01,Oaxaca,10204
20,Oaxaca,20124,San Blas Atempa,,,M20.02,Tehuantepec,17621
20,Oaxaca,20385,Santa Cruz Xoxocotlán,,,M20.01,Oaxaca,89249
20,Oaxaca,20539,Soledad Etla,,,M20.01,Oaxaca,5665
20,Oaxaca,20115,San Bartolo Coyotepec,,,M20.01,Oaxaca,9369
20,Oaxaca,20390,Santa Lucía del Camino,,,M20.01,Oaxaca,50604
20,Oaxaca,20350,San Sebastián Tutla,,,M20.01,Oaxaca,17659
20,Oaxaca,20515,Santo Domingo Tehuantepec,,,M20.02,Tehuantepec,66238
21,Puebla,21119,San Andrés Cholula,,,M21.01,Puebla-Tlaxcala,121521
21,Puebla,21132,San Martín Texmelucan,,,M21.01,Puebla-Tlaxcala,156873
21,Puebla,21060,Domingo Arenas,,,M21.01,Puebla-Tlaxcala,8247
21,Puebla,21054,Chignautla,,,M21.03,Teziutlán,34695
21,Puebla,21163,Tepatlaxco de Hidalgo,,,M21.01,Puebla-Tlaxcala,18051
21,Puebla,21048,Chiautzingo,,,M21.01,Puebla-Tlaxcala,20888
21,Puebla,21001,Acajete,,,M21.01,Puebla-Tlaxcala,68027
21,Puebla,21140,San Pedro Cholula,,,M21.01,Puebla-Tlaxcala,132472
21,Puebla,21125,San Gregorio Atzompa,,,M21.01,Puebla-Tlaxcala,9469
21,Puebla,21074,Huejotzingo,,,M21.01,Puebla-Tlaxcala,69425
21,Puebla,21181,Tlaltenango,,,M21.01,Puebla-Tlaxcala,6918
21,Puebla,21015,Amozoc,,,M21.01,Puebla-Tlaxcala,123009
21,Puebla,21106,Ocoyucan,,,M21.01,Puebla-Tlaxcala,30482
21,Puebla,21149,Santiago Miahuatlán,,,M21.02,Tehuacán,25745
21,Puebla,21114,Puebla,,,M21.01,Puebla-Tlaxcala,1674423
21,Puebla,21090,Juan C. Bonilla,,,M21.01,Puebla-Tlaxcala,22156
21,Puebla,21034,Coronango,,,M21.01,Puebla-Tlaxcala,39755
21,Puebla,21122,San Felipe Teotlalcingo,,,M21.01,Puebla-Tlaxcala,10517
21,Puebla,21143,San Salvador el Verde,,,M21.01,Puebla-Tlaxcala,33219
21,Puebla,21136,San Miguel Xoxtla,,,M21.01,Puebla-Tlaxcala,12808
21,Puebla,21174,Teziutlán,,,M21.03,Teziutlán,100380
21,Puebla,21041,Cuautlancingo,,,M21.01,Puebla-Tlaxcala,102060
21,Puebla,21156,Tehuacán,,,M21.02,Tehuacán,303349
22,Querétaro,22006,Corregidora,,,M22.01,Querétaro,179221
22,Querétaro,22008,Huimilpan,,,M22.01,Querétaro,39574
22,Querétaro,22011,El Marqués,,,M22.01,Querétaro,152272
22,Querétaro,22014,Querétaro,,,M22.01,Querétaro,897039
23,Quintana Roo,23004,Othón P. Blanco,,,M23.02,Chetumal,258539
23,Quintana Roo,23003,Isla Mujeres,,,M23.01,Cancún,21200
23,Quintana Roo,23005,Benito Juárez,,,M23.01,Cancún,848465
24,San Luis Potosí,24024,Rioverde,,,M24.01,Rioverde,99724
24,San Luis Potosí,24028,San Luis Potosí,,,M24.02,San Luis Potosí,848151
24,San Luis Potosí,24035,Soledad de Graciano Sánchez,,,M24.02,San Luis Potosí,312678
24,San Luis Potosí,24011,Ciudad Fernández,,,M24.01,Rioverde,47185
24,San Luis Potosí,24055,Zaragoza,,,M24.02,San Luis Potosí,27392
25,Sinaloa,25006,Culiacán,,,M25.01,Culiacán,966609
25,Sinaloa,25012,Mazatlán,,,M25.02,Mazatlán,492420
26,Sonora,26025,Empalme,,,M26.01,Guaymas,60383
26,Sonora,26043,Nogales,,,M26.03,Nogales,256387
26,Sonora,26030,Hermosillo,,,M26.02,Hermosillo,907233
26,Sonora,26029,Guaymas,,,M26.01,Guaymas,170823
27,Tabasco,27013,Nacajuca,,,M27.01,Villahermosa,139480
27,Tabasco,27004,Centro,,,M27.01,Villahermosa,712445
28,Tamaulipas,28032,Reynosa,,,M28.04,Reynosa,711130
28,Tamaulipas,28022,Matamoros,,,M28.02,Matamoros,542609
28,Tamaulipas,28009,Ciudad Madero,,,M28.05,Tampico,214126
28,Tamaulipas,28033,Río Bravo,,,M28.04,Reynosa,132838
28,Tamaulipas,28041,Victoria,,,M28.01,Ciudad Victoria,365089
28,Tamaulipas,28003,Altamira,,,M28.05,Tampico,263616
28,Tamaulipas,28038,Tampico,,,M28.05,Tampico,315370
28,Tamaulipas,28027,Nuevo Laredo,,,M28.03,Nuevo Laredo,428927
29,Tlaxcala,29056,Santa Ana Nopalucan,,,M21.01,Puebla-Tlaxcala,7909
29,Tlaxcala,29051,San Jerónimo Zacualpan,,,M21.01,Puebla-Tlaxcala,4234
29,Tlaxcala,29023,Natívitas,,,M21.01,Puebla-Tlaxcala,26748
29,Tlaxcala,29053,San Juan Huactzinco,,,M21.01,Puebla-Tlaxcala,7613
29,Tlaxcala,29039,Xaloztoc,,,M29.01,Tlaxcala-Apizaco,24735
29,Tlaxcala,29029,Tepeyanco,,,M21.01,Puebla-Tlaxcala,13187
29,Tlaxcala,29044,Zacatelco,,,M21.01,Puebla-Tlaxcala,43986
29,Tlaxcala,29050,San Francisco Tetlanohcan,,,M29.01,Tlaxcala-Apizaco,10661
29,Tlaxcala,29009,Cuaxomulco,,,M29.01,Tlaxcala-Apizaco,5907
29,Tlaxcala,29041,Papalotla de Xicohténcatl,,,M21.01,Puebla-Tlaxcala,30655
29,Tlaxcala,29015,Ixtacuixtla de Mariano Matamoros,,,M21.01,Puebla-Tlaxcala,39680
29,Tlaxcala,29054,San Lorenzo Axocomanitla,,,M21.01,Puebla-Tlaxcala,5621
29,Tlaxcala,29028,Teolocholco,,,M21.01,Puebla-Tlaxcala,25006
29,Tlaxcala,29010,Chiautempan,,,M29.01,Tlaxcala-Apizaco,73441
29,Tlaxcala,29022,Acuamanala de Miguel Hidalgo,,,M21.01,Puebla-Tlaxcala,6574
29,Tlaxcala,29035,Tocatlán,,,M29.01,Tlaxcala-Apizaco,6424
29,Tlaxcala,29048,La Magdalena Tlaltelulco,,,M29.01,Tlaxcala-Apizaco,19327
29,Tlaxcala,29027,Tenancingo,,,M21.01,Puebla-Tlaxcala,13220
29,Tlaxcala,29019,Tepetitla de Lardizábal,,,M21.01,Puebla-Tlaxcala,21912
29,Tlaxcala,29036,Totolac,,,M29.01,Tlaxcala-Apizaco,23032
29,Tlaxcala,29042,Xicohtzinco,,,M21.01,Puebla-Tlaxcala,14138
29,Tlaxcala,29005,Apizaco,,,M29.01,Tlaxcala-Apizaco,85147
29,Tlaxcala,29018,Contla de Juan Cuamatzi,,,M29.01,Tlaxcala-Apizaco,39734
29,Tlaxcala,29059,Santa Cruz Quilehtla,,,M21.01,Puebla-Tlaxcala,7359
29,Tlaxcala,29002,Apetatitlán de Antonio Carvajal,,,M29.01,Tlaxcala-Apizaco,15159
29,Tlaxcala,29026,Santa Cruz Tlaxcala,,,M29.01,Tlaxcala-Apizaco,21110
29,Tlaxcala,29060,Santa Isabel Xiloxoxtla,,,M29.01,Tlaxcala-Apizaco,4983
29,Tlaxcala,29038,Tzompantepec,,,M29.01,Tlaxcala-Apizaco,17184
29,Tlaxcala,29043,Yauhquemehcan,,,M29.01,Tlaxcala-Apizaco,39477
29,Tlaxcala,29001,Amaxac de Guerrero,,,M29.01,Tlaxcala-Apizaco,12025
29,Tlaxcala,29017,Mazatecochco de José María Morelos,,,M21.01,Puebla-Tlaxcala,11340
29,Tlaxcala,29049,San Damián Texóloc,,,M29.01,Tlaxcala-Apizaco,5773
29,Tlaxcala,29058,Santa Catarina Ayometla,,,M21.01,Puebla-Tlaxcala,9050
29,Tlaxcala,29025,San Pablo del Monte,,,M21.01,Puebla-Tlaxcala,79152
29,Tlaxcala,29032,Tetlatlahuca,,,M21.01,Puebla-Tlaxcala,14004
29,Tlaxcala,29024,Panotla,,,M29.01,Tlaxcala-Apizaco,28652
29,Tlaxcala,29031,Tetla de la Solidaridad,,,M29.01,Tlaxcala-Apizaco,33846
29,Tlaxcala,29057,Santa Apolonia Teacalco,,,M21.01,Puebla-Tlaxcala,5058
29,Tlaxcala,29033,Tlaxcala,,,M29.01,Tlaxcala-Apizaco,101522
30,Veracruz de Ignacio de la Llave,30059,Chinameca,,,M30.04,Minatitlán,16593
30,Veracruz de Ignacio de la Llave,30136,Rafael Lucio,,,M30.08,Xalapa,7974
30,Veracruz de Ignacio de la Llave,30196,Yanga,,,M30.03,Córdoba,19044
30,Veracruz de Ignacio de la Llave,30182,Tlalnelhuayocan,,,M30.08,Xalapa,18686
30,Veracruz de Ignacio de la Llave,30081,Ixhuatlancillo,,,M30.05,Orizaba,25993
30,Veracruz de Ignacio de la Llave,30138,Río Blanco,,,M30.05,Orizaba,42101
30,Veracruz de Ignacio de la Llave,30199,Zaragoza,,,M30.04,Minatitlán,11829
30,Veracruz de Ignacio de la Llave,30140,San Andrés Tenejapan,,,M30.05,Orizaba,3003
30,Veracruz de Ignacio de la Llave,30074,Huiloapan de Cuauhtémoc,,,M30.05,Orizaba,7268
30,Veracruz de Ignacio de la Llave,30120,Oteapan,,,M30.04,Minatitlán,17220
30,Veracruz de Ignacio de la Llave,30100,Manlio Fabio Altamirano,,,M30.07,Veracruz,24441
30,Veracruz de Ignacio de la Llave,30145,Soconusco,,,M30.01,Acayucan,16385
30,Veracruz de Ignacio de la Llave,30118,Orizaba,,,M30.05,Orizaba,126262
30,Veracruz de Ignacio de la Llave,30101,Mariano Escobedo,,,M30.05,Orizaba,37347
30,Veracruz de Ignacio de la Llave,30116,Oluta,,,M30.01,Acayucan,16115
30,Veracruz de Ignacio de la Llave,30087,Xalapa,,,M30.08,Xalapa,506203
30,Veracruz de Ignacio de la Llave,30175,Tihuatlán,,,M30.06,Poza Rica,98010
